,Topic,Context
473,Tổng quan về Quản trị Du lịch và Du lịch trong Quản trị Kinh doanh,"Chương trình đào tạo ngành Quản trị Dịch vụ Du lịch và Lữ hành của Đại học FPT được thiết kế dựa vào tiêu chuẩn nghề du lịch Việt Nam (VTOS) và Thông tư 07/2015/TT- BGDĐT.  VTOS là những tiêu chuẩn thực hiện công việc cần phải đạt được và những kiến thức và kỹ năng cần thiết để thực hiện công việc một cách hiệu quả. Bộ tiêu chuẩn phiên bản mới được xây dựng dựa trên sáu lĩnh vực nghề chính đã được xây dựng từ Dự án trước là Lễ tân, Phục vụ buồng, Phục vụ nhà hàng, Chế biến món ăn, Điều hành Du lịch & Đại lý lữ hành và Hướng dẫn du lịch.  Thông tư 07 ban hành quy định về khối lượng kiến thức tối thiểu, yêu cầu về năng lực mà người học đạt được sau khi tốt nghiệp đối với mỗi trình độ đào tạo của giáo dục đại học và quy trình xây dựng, thẩm định, ban hành chương trình đào tạo trình độ đại học, thạc sĩ, tiến sĩ.  Trong quá trình xây dựng chương trình đào tạo (CTĐT), chúng tôi có tham khảo CTĐT ngành dịch vụ du lịch và lữ hành của các trường trong và ngoài nước bao gồm: Đại học Khoa học Xã hội và Nhân văn (HN), Đại học Hoa Sen (HCM), Đại học Taylor (Malaysia) và Đại học APU ((Malaysia)  Địa điểm học: Tp. HCM, Đà Nẵng, Cần Thơ"
474,Mục tiêu đào tạo Quản trị Du lịch lữ hành ngành Quản trị kinh doanh,"Theo học chuyên ngành Quản trị du lịch và lữ hành, sinh viên có cơ hội nghiên cứu và tìm hiểu về địa lý du lịch, văn hóa, tâm lý và tập quán của du khách trong nước và quốc tế, các nghiệp vụ về hướng dẫn du lịch, thiết kế tour, quản lý và điều hành tour, thiết kế và quản trị sự kiện du lịch. Ngoài ra, sinh viên chuyên ngành Quản trị du lịch và lữ hành còn được cung cấp các hướng chuyên sâu: Quản trị lữ hành, Hướng dẫn du lịch, và Quản trị sự kiện.  Chương trình hướng đến 3 giá trị khác biệt: Du lịch bền vững, Học tập qua dự án (PBL) và Ứng dụng công nghệ thông tin trong du lịch và lữ hành.  Hướng đến du lịch bền vững trong đó người làm du lịch không chỉ tập trung vào việc bảo vệ môi trường mà còn tập trung vào việc duy trì những văn hóa của địa phương và đảm bảo việc phát triển kinh tế, mang lại lợi ích công bằng cho các nhóm đối tượng tham gia. Cụ thể giúp những người làm du lịch tương lại từ khi ngồi ghế trên nhà trường đã có ý thức về việc khai thác tài nguyên du lịch theo hướng phát triển bền vững và lâu dài. Bằng cách tiếp cận cách học theo hướng học tập qua dự án PBL (Project based learning), chương trình hướng sinh viên đến việc tiếp cận trải nghiệm các dự án thực tế về tác nghiệp và điều hành trong lĩnh vực dịch vụ du lịch và lữ hành.Đồng thời, sinh viên cũng có thể ứng dụng các nguyên tắc và công cụ được học để giải quyết các vấn đề thực tế một cách bài bản, linh hoạt và chuyên nghiệp. Việc ứng dụng công nghệ thông tin trong quản lý, tổ chức và xúc tiến du lịch thực sự là một cơ hội lớn để quảng bá vẻ cuốn hút, hấp dẫn, độc đáo của sản phẩm du lịch trong nước, đưa những thông tin trực quan về du lịch Việt Nam đến với du khách nói chung và du khách quốc tế nói riêng trước khi họ đến thăm Việt Nam trên thực tế."
475,Kinh nghiệm tích lũy sau chương trình đào tạo chuyên ngành Quản trị Du lịch và lữ hành ngành Quản trị kinh doanh,"Sau khi tốt nghiệp chuyên ngành Quản trị du lịch và lữ hành, ngành Quản trị Kinh doanh, các cử nhân chuyên ngành:  Hiểu và phân tích môi trường của các doanh nghiệp du lịch và lữ hành, các yếu tố ảnh hưởng đến quản lý kinh doanh du lịch và lữ hành, và sự phát triển của các xu hướng liên quan đến quản lý du lịch và lữ hành. Có kỹ năng và kỹ thuật quản lý các hoạt động trong hoạt động và điều hành của các doanh nghiệp du lịch và lữ hành. Áp dụng các mô hình cũng như các công cụ phân tích, điều hành và quản lý các hoạt động trong kinh doanh du lịch và lữ hành. Có kiến thức và kỹ năng chuyên sâu về Quản trị Du lịch & Lữ hành hoặc có kiến thức và kỹ năng cơ bản về một chuyên ngành gần.v"
476,Triển vọng nghề nghiệp trong Quản lý Du lịch và Du lịch trong Quản trị Kinh doanh,"Các cử nhân chuyên ngành Quản trị du lịch và lữ hành sau khi tốt nghiệp có thể đảm nhận các vị trí:  Chuyên viên, giảng viên tại các cơ sở đào tạo, nghiên cứu thuộc lĩnh vực du lịch, lữ hành Hướng dẫn viên du lịch Nhân viên, quản lý, điều hành các cơ sở kinh doanh về du lịch và lữ hành như công ty du lịch, nhà hàng, các doanh nghiệp về ẩm thực..; các cơ quan quản lý về di sản, di tích, quản lý hoạt động du lịch của địa phương."
477,Kiến thức toàn khóa về Quản trị Du lịch và Du lịch trong Quản trị Kinh doanh,"145 tín chỉ, chưa kể chương trình Định hướng và Rèn luyện tập trung, Tiếng Anh chuẩn bị.  STT   Module   Thời gian/Số học phần   Số tín chỉ   Ghi chú 1   Chương trình Định hướng và Rèn luyện tập trung   5 tuần   0   Chứng chỉ GDQP 2   Chương trình Tiếng Anh chuẩn bị   0-1 năm   0   Chứng chỉ 3   Chương trình Giáo dục thể chất   xen kẽ   6   Chứng chỉ 4   Chương trình chuyên môn, gồm cả đào tạo trong môi trường thực tế (OJT)   9 Học kỳ   139   Tích lũy điểm 4.1   Kiến thức kỹ năng chung   13 Học phần   35    4.2   Kiến thức kỹ năng ngành (kể cả OJT)   16 Học phần   55    4.3   Kiến thức kỹ năng chuyên ngành   11 Học phần   38    4.4   Kiến thức kỹ năng lựa chọn   5 Học phần   15   "
478,Chương trình đào tạo chuyên ngành Quản trị Du lịch và Lữ hành trong Quản trị Kinh doanh,"Học Kỳ        Học Phần        Kỹ năng đạt được  Nền tảng          Định hướng và tháng Rèn luyện tập trung Tiếng Anh chuẩn bị Giáo dục thể chất 1 Nhạc cụ truyền thống Có kiến thức cơ bản về khoa học xã hội, chính trị pháp luật, an ninh quốc phòng, góp phần hình thành thế giới quan và phương pháp luận khoa học. Sinh viên đạt trình độ tiếng Anh tương đương IELTS 6.0 hoặc TOEFL iBT 80. Sinh viên tự tin đọc hiểu giáo trình, học tập hoàn toàn bằng tiếng Anh, giao tiếp thông thạo với giảng viên và sinh viên quốc tế. Mạnh mẽ về tinh thần và thể lực, thể hiện được bản sắc dân tộc, tự tin hội nhập quốc tế. Học kỳ 1         Kinh tế vi mô Tiếng Anh chuyên ngành Khách sạn Du lịch – Trình độ trung cấp 1 Nhập môn quản lý Tổng quan ngành Du lịu Giáo dục thể chất 2 Kỹ năng học tập đại học Có kiến thức tổng quát về ngành Dịch du lịch, khách sạn. Sinh viên có kiến thức tổng quan về kinh tế, các thể chế chính trị – xã hội tác động đến nền kinh tế và ngành kinh tế. Tiếp cận tiếng Anh thương mại và tiếng Anh học thuật ở mức độ nâng cao. Học kỳ 2         Nguyên lý Kế toán Kinh tế vĩ mô Tiếng Anh chuyên ngành Khách sạn Du lịch – Trình độ trung cấp 2 Hành vi tổ chức Giáo dục thể chất 3 Kỹ năng giao tiếp và cộng tác Sinh viên có kiến thức phân tích đối thủ, hoạch định chiến lược cạnh tranh, định lượng trong kinh doanh. Sử dụng thành thạo vi tính văn phòng và các công cụ công nghệ thông tin cần thiết trong công việc. Tiếp cận với tiếng Anh thương mại và tiếng Anh học thuật ở mức độ cơ bản. Học kỳ 3         Tài chính doanh nghiệp Quản trị nhân sự Nguyên lý Marketing Địa lý du lịch Cơ sở văn hóa Việt Nam Sinh viên được học những kiến thức tổng quan về tài chính của doanh nghiệp. Sinh viên học cách quản trị nhân sự, các yếu tố con người trong tổ chức SInh viên được học về các khu vực địa lý của việc nam với các đặc trưng du lịch, văn hoá khác nhau, phục vụ cho công việc sau này. Học kỳ 4         Hán ngữ sơ cấp 1 Tổ chức sự kiện Hệ thống thông tin quản lý Thống kê ứng dụng trong kinh doanh Quản trị du lịch và lữ hành Sinh viên được làm sáng tỏ các mối quan hệ phức tạp tồn tại giữa du lịch, vận chuyển; du lịch và chức năng của chúng. Sinh viên tiếp xúc với nghiệp vụ chuyên ngành: quản trị dịch vụ ăn uống, tổ chức sự kiện…, Sinh viên được trang bị kiến thức cơ bản về ngữ âm, chữ viết và những câu giao tiếp đơn giản, đồng thời trang bị những kiến thức cơ bản về nghe, nói, đọc, viết tiếng Hoa. Học kỳ 5         Hán ngữ sơ cấp 2 Marketing mạng xã hội Kỹ năng giao tiếp nâng cao trong kinh doanh Quản trị điểm đến và Marketing Hành vi khách du lịch Sinh viên sẽ có được kiến ​​thức rộng về hành vi của người tiêu dùng trong ngành du lịch và khách sạn. Sinh viên được học các nguyên tắc và khái niệm về xây dựng các điểm đến mạnh mẽ, để hỗ trợ các chuyên gia du lịch trong tương lai thành lập các tổ chức du lịch quốc tế và khu vực mạnh hơn đồng thời đáp ứng nhu cầu và mong muốn của cư dân cộng đồng. Sinh viên có khả năng sử dụng ngữ pháp tiếng Hoa ở trình độ trung cấp, diễn đạt ý kiến, ý tưởng và cảm xúc trong kinh doanh. Nghe và hiểu các cuộc đàm phán, viết e-mail, báo cáo và các quảng cáo sáng tạo khác. Học kỳ 6         Kĩ năng viết học thuật Đào tạo trong môi trường thực tế Vận dụng kiến thức chuyên ngành vào các tình huống công việc cụ thể. Sinh viên được trang bị kiến thức để viết bài luận cuối khoá, bài nghiên cứu, bài báo cáo… Học kỳ 7         Trải nghiệm khởi nghiệp 1 Luật và Đạo đức kinh doanh Học phần thứ 1 của combo Học phần thứ 2 của combo Học phần thứ 3 của combo Chọn 1 chủ đề phù hợp với chuyên ngành đào tạo, mỗi chủ đề tương ứng với một combo 15 tín chỉ. Danh sách các chủ đề và các học phần lựa chọn có thể thay đổi theo nhu cầu thực tế. Sinh viên có kiến thức cơ bản về khoa học xã hội, chính trị pháp luật, an ninh quốc phòng, góp phần hình thành thế giới quan và phương pháp luận khoa học. Học kỳ 8         Trải nghiệm khởi nghiệp 2 Triết học Mác – Lê-nin Kinh tế chính trị Mác – Lê-nin Quản trị dự án Phương pháp nghiên cứu Học phần thứ 4 của combo Sinh viên biết cách quản trị dự án thành công. Sinh viên được trang bị những kiến thức và phương pháp để có thể tiến hành thực hiện một nghiên cứu khoa học hoàn chỉnh. Học kỳ 9         Tư tưởng Hồ Chí Minh Chủ nghĩa xã hội khoa học Lịch sử Đảng Cộng sản Việt Nam Đồ án tốt nghiệp QTDL&LH Tổng hợp các kiến thức được tích lũy trong quá trình học vào thực tiễn để tiến hành và hoàn thành một đề tài nghiên cứu hoặc một dự án tốt nghiệp thuộc nhóm ngành đào tạo dưới sự định hướng của giảng viên hướng dẫn. Sinh viên tự tin làm việc trong lĩnh vực truyền thông tại các doanh nghiệp Việt Nam và nước ngoài. Tốt nghiệp: Sinh viên tích lũy đủ số tín chỉ và chứng chỉ theo yêu cầu. Nhà trường tổ chức 3 đợt tốt nghiệp vào các tháng 1, 5, 9 hàng năm."
479,Tổng quan về công nghệ truyền thông,"Chương trình Cử nhân Công nghệ Truyền thông đào tạo người học trở thành chuyên gia trong lĩnh vực truyền thông trong bối cảnh thời đại kỹ thuật số. Sinh viên sẽ được trang bị kiến thức và kỹ năng cần thiết để có thể xác định mục tiêu, lập và quản trị hiệu quả các kế hoạch truyền thông. Đặc biệt, sinh viên sẽ được học về cách sử dụng các công cụ/phần mềm/công nghệ trí tuệ nhân tạo trong phân tích dữ liệu cũng như trong quá trình sản xuất các sản phẩm truyền thông tương thích với các nền tảng truyền thông khác nhau. Với kiến thức quản trị và kỹ năng lãnh đạo, người học sẽ là những nhà truyền thông bản lĩnh, có tầm ảnh hưởng và có khả năng cống hiến cho ngành Công nghệ truyền thông Việt Nam và thế giới; tạo tiền đề cho việc tiếp tục học tập và nghiên cứu ở các cấp độ cao hơn trong lĩnh vực Truyền thông.  Truyền thông Đa phương tiện, Quan hệ Công chúng là chuyên ngành liên quan đến việc xây dựng và duy trì mối quan hệ giữa tổ chức, doanh nghiệp với công chúng, khách hàng. Để theo học và làm tốt ngành này, sinh viên cần được rèn luyện, phát huy những tố chất:  Năng động, hoạt ngôn Khả năng sáng tạo, tư duy logic Kỹ năng viết lách, diễn đạt Kỹ năng giao tiếp hiệu quả Kỹ năng ứng biến, giải quyết vấn đề linh hoạt"
480,Thời gian học ngành Công nghệ truyền thông,"Chương trình gồm 9 học kỳ chuyên ngành trong đó có 1 học kỳ học tập tại doanh nghiệp (OJT), chưa kể thời gian rèn luyện tập trung và thời gian học tiếng Anh dự bị (phụ thuộc vào trình độ tiếng Anh đầu vào của sinh viên)"
481,Yêu cầu đầu vào công nghiệp công nghệ truyền thông,"– Theo Quy chế tuyển sinh Đại học, Cao Đẳng hệ chính quy của Bộ Giáo dục và Đào tạo  – Theo Quy chế tuyển sinh của Trường Đại học FPT."
482,Tổng quan về Quản lý đa phương tiện chuyên ngành Công nghệ truyền thông,"Quản trị truyền thông đa phương tiện (Multimedia Communications Management) là ngành có triển vọng trở thành xu hướng nghề nghiệp với khả năng phát triển mạnh mẽ trong giai đoạn truyền thông đương đại thế kỷ 21. Điều này là do tốc độ phát triển chóng mặt của công nghệ và nhu cầu truyền thông ngày càng đa dạng, bức thiết của con người trong thế giới “thông tin phẳng” ngày nay. Để đáp ứng nhu cầu của thị trường đối với truyền thông đương đại, chương trình đào tạo tại Trường Đại học FPT trang bị cho sinh viên những kiến thức và kỹ năng được liên tục cập nhật về chuyên môn cũng như công nghệ.  Chương trình Cử nhân Công nghệ Truyền thông – chuyên ngành Truyền thông Đa phương tiện đào tạo người học thành các chuyên gia lập kế hoạch, thực hiện và đánh giá các chiến dịch truyền thông trên đa phương tiện – đa nền tảng, phục vụ hiệu quả các mục tiêu truyền thông của doanh nghiệp, tổ chức."
483,Triển vọng nghề nghiệp trong quản lý đa phương tiện trong ngành công nghệ truyền thông,"Sự phát triển của các nền tảng truyền thông số, sự thống trị của phương tiện truyền thông trực tuyến và việc sử dụng nội dung trực tuyến đã định hình lại cách chúng ta giao tiếp, tiếp cận và truy cập thông tin. Các cơ quan báo chí chính thống, tập đoàn truyền thông cũng như các nhà cung cấp các nền tảng mạng xã hội về cơ bản đã và đang liên tục cập nhật các chiến lược, phương thức tiếp cận để có được sự chú ý của khán giả trong thời đại Công nghệ số.  Chuyên ngành Truyền thông Đa phương tiện chuẩn bị cho người học khả năng cần có để sẵn sàng vượt qua những thách thức của thời đại kỹ thuật số và những biến động của xã hội. Sinh viên sẽ được học cách quản trị truyền thông số trên khía cạnh kinh tế, văn hoá, xã hội và công nghệ. Đồng thời, sinh viên sẽ được phát triển các kỹ năng chuyên môn về quản lý các phương tiện truyền thông và phân tích dữ liệu, đồng thời nắm vững các chiến lược mới để thu hút công chúng.  Sinh viên tốt nghiệp chuyên ngành Truyền thông Đa phương tiện có thể lựa chọn cho mình những công việc như:  Chuyên viên/giám đốc sáng tạo nội dung; Chuyên viên/giám đốc truyền thông; Chuyên viên quảng cáo và Marketing số Phóng viên, biên tập viên truyền hình, phát thanh, báo in, tạp chí; Chuyên gia nghiên cứu truyền thông đa phương tiện; Phụ trách các StartUp/agency về truyền thông, sản xuất sản phẩm truyền thông; CEO của các startup về lĩnh vực truyền thông đa phương tiện do mình sáng lập. Nghiên cứu viên/ Giảng viên: Có thể thực hiện nhiệm vụ nghiên cứu tại các trung tâm, đơn vị có nghiên cứu về lĩnh vực Truyền thông đa phương tiện."
484,Đào tạo chuyên sâu về Quản lý đa phương tiện trong lĩnh vực Công nghệ truyền thông,"Trường đại học công nghệ hàng đầu Việt Nam Chương trình Cử nhân Công nghệ truyền thông – chuyên ngành Truyền thông Đa phương tiện của Trường Đại học FPT là chương trình đào tạo tiên phong tại Việt Nam trang bị cho người học kỹ năng tích hợp công nghệ hiện đại (AI, Metaverse…) vào phân tích dữ liệu, lập kế hoạch, quản trị và đánh giá kế hoạch truyền thông tích hợp đa phương tiện, đa nền tảng.  Chương trình đào tạo tiên tiến Chương trình được phát triển và vận hành bởi những chuyên gia hàng đầu Việt Nam liên kết các nhà nghiên cứu thế giới, với sự hợp tác chặt chẽ cùng các đối tác hàng đầu trong lĩnh vực sáng tạo truyền thông, quản trị sự kiện truyền thông và giải trí, quan hệ công chúng, marketing số…  Sinh viên được trang bị kiến thức truyền thông cơ bản bên cạnh việc được học về cách sử dụng các công cụ, phần mềm, công nghệ trí tuệ nhân tạo trong phân tích dữ liệu cũng như trong quá trình sản xuất các sản phẩm truyền thông tương thích với các phương tiện và nền tảng truyền thông nhằm tối ưu hoá hiệu quả của các kế hoạch truyền thông.   Ngoài ra, với kiến thức quản trị và kỹ năng lãnh đạo, người học sẽ là những nhà quản trị truyền thông bản lĩnh, có tầm ảnh hưởng và có khả năng cống hiến cho ngành Công nghệ truyền thông trong nước và quốc tế; tạo tiền đề cho việc học tập, nghiên cứu ở bậc học cao hơn về lĩnh vực Truyền thông.  Chương trình đào tạo gắn với doanh nghiệp  Với mạng lưới đối tác toàn cầu của Tập đoàn FPT, Trường Đại học FPT đảm bảo sinh viên được đào tạo và gắn kết với Ngành Truyền thông Việt Nam và thế giới thông qua các bài tập dự án thực tế kết nối với doanh nghiệp (Project based learning), học kỳ học tập tại doanh nghiệp (On the Job Training), Đồ án tốt nghiệp – là dự án truyền thông thực tế đến từ doanh nghiệp/tổ chức. Ở học kỳ 6 – On-The-job-Training, sinh viên cũng được học và làm việc thực tế tại các doanh nghiệp đối tác chiến lược của Đại học FPT là những đơn vị truyền thông hàng đầu như FPT Online (VNExpress), HTV, Cát Tiên Sa, Điền Quân, Yan, Yeah1…  Cơ sở vật chất hiện đại Với hệ thống campus trải dài khắp các thành phố lớn của Việt Nam (Thủ đô Hà Nội, TP. Đà Nẵng, TP. Quy Nhơn, TP. Hồ Chí Minh, TP. Cần Thơ), Trường Đại học FPT trang bị đầy đủ các hệ thống giáo trình nhập khẩu nước ngoài, tài khoản Coursera, thư viện miễn phí, phòng lab, studio đa phương tiện, hội trường… phục vụ sinh viên ngành Công nghệ truyền thông thỏa sức đam mê sáng tạo truyền thông, tổ chức sự kiện văn hoá, nghệ thuật, giải trí…"
485,Chương trình đào tạo chuyên sâu về Quản lý Truyền thông Đa phương tiện trong lĩnh vực Công nghệ Truyền thông,"Chương trình học gồm 9 học kỳ, mỗi năm 3 học kỳ.  HỌC KỲ    NĂNG LỰC ĐẦU RA Nền tảng   Sinh viên thông thạo kỹ năng đọc hiểu giáo trình Tiếng Anh, học tập và giao tiếp với giảng viên và sinh viên quốc tế. Học kỳ 1   Sinh viên được trang bị kiến thức cơ bản về lĩnh vực Công nghệ truyền thông; kiến thức nền tảng cũng như chuyên sâu về Truyền thông Đa phương tiện. Đồng thời, được rèn luyện thể chất, phát triển cá nhân toàn diện, có kỹ năng học tập hiệu quả bậc đại học. Học kỳ 2   Sinh viên được trang bị tư duy sáng tạo, thiết kế và truyền tải nội dung hoặc thông điệp thông qua việc sử dụng ngôn từ, hình ảnh, âm thanh, video một cách có chọn lọc. Học kỳ 3   Sinh viên sử dụng thành thạo các công cụ, phần mềm, trí tuệ nhân tạo trong việc phân tích dữ liệu cũng như trong quá trình sản xuất các sản phẩm truyền thông tương thích với các phương tiện và nền tảng truyền thông khác nhau.  Học kỳ 4   Sinh viên tiếp xúc với nghiệp vụ chuyên ngành Truyền thông đa phương tiện, có kiến thức chuyên sâu về xác định mục tiêu, lập và quản trị hiệu quả các kế hoạch truyền thông cho doanh nghiệp hoặc tổ chức, đồng thời sở hữu kỹ năng thương thuyết, phản biện tốt. Học kỳ 5   Sinh viên được cung cấp các công cụ phân tích xã hội và kiến thức để xây dựng một chiến lược tiếp thị truyền thông xã hội để phát triển trong lĩnh vực này.  Học kỳ 6   Sinh viên được làm việc thực tế từ 4 – 8 tháng tại các doanh nghiệp đầu ngành như FPT Software, FPT Retail, FPT Telecom, VnExpress, TPBank… và hơn 300 doanh nghiệp là đối tác của Tập đoàn FPT trên toàn thế giới. Học kỳ 7   Sinh viên được trang bị kiến thức về khởi sự doanh nghiệp. Học kỳ 8   Sinh viên có kiến thức cơ bản về khoa học xã hội, chính trị pháp luật, an ninh quốc phòng, góp phần hình thành thế giới quan và phương pháp luận khoa học. Đồng thời, được trang bị kiến thức làm việc  về quản lý dự án thực tế và kiến thức thực hiện nghiên cứu khoa học. Học kỳ 9   Sinh viên thực hiện đồ án từ các đợt đặt hàng của doanh nghiệp, tự tin làm việc tại các cường quốc trên thế giới."
486,Tổng quan chuyên ngành Quan hệ công chúng trong Công nghệ truyền thông,"Chương trình Cử nhân Công nghệ truyền thông – Quan hệ Công chúng đào tạo người học thành chuyên gia lập kế hoạch, thực hiện và đánh giá các chiến dịch quan hệ công chúng có tác động tích cực đến nhận thức của công chúng cũng như mối quan hệ giữa cá nhân/tổ chức với công chúng.  Sinh viên được học các kỹ năng phân tích chiến lược truyền thông, cũng như được trang bị kiến thức quản trị khủng hoảng, quản trị hình ảnh và danh tiếng của doanh nghiệp/tổ chức, quản trị quan hệ của doanh nghiệp/tổ chức với các bên liên quan. Bên cạnh các nguyên tắc cơ bản trong giao tiếp và hợp tác, sinh viên sẽ được hướng dẫn sử dụng tích hợp các công nghệ truyền thông hiện đại để phân tích nhu cầu thị hiếu của khán giả, vận dụng tích hợp các phương tiện truyền thông.  Sinh viên sở hữu kỹ năng lập kế hoạch cho các chiến dịch trên đa nền tảng, đa phương tiện để tương tác hiệu quả với các đối tượng khác nhau, như nhân viên, khách hàng, cộng đồng và chính phủ. Chương trình đào tạo gắn với thực tiễn thông qua đa dạng các hình thức đào tạo như: học tập tại doanh nghiệp, tham dự hội thảo quốc tế, học tập cùng chuyên gia… Đồ án tốt nghiệp của sinh viên ngành Công nghệ truyền thông – chuyên ngành Quan hệ Công chúng là dự án thực tiễn đến từ doanh nghiệp/tổ chức. Với sự kết hợp giữa quan hệ công chúng và truyền thông số, cử nhân Công nghệ truyền thông – chuyên ngành Quan hệ Công chúng sẽ trở thành những chuyên gia sẵn sàng cho vai trò quan hệ công chúng ở mọi lĩnh vực, ngành nghề."
487,Triển vọng cho ngành Quan hệ công chúng chuyên ngành Công nghệ truyền thông,"Quan hệ Công chúng (PR) là một ngành học có triển vọng nghề nghiệp vô cùng rộng mở tại Việt Nam. Nhu cầu nhân lực ngành PR ngày càng cao, đặc biệt là trong bối cảnh hội nhập kinh tế quốc tế, các tổ chức, doanh nghiệp ngày càng quan tâm đến việc xây dựng và phát triển hình ảnh, thương hiệu, cũng như sự phát triển mạnh mẽ của truyền thông, mạng xã hội.  Nước ta hiện có hàng nghìn công ty quảng cáo và cần khoảng 100.000 lao động. Chưa tính đến sự phát triển rầm rộ của các tập đoàn truyền thông, công ty PR… đang có nhu cầu lớn về nguồn lực. Theo báo cáo của Hiệp hội Quan hệ Công chúng Việt Nam, nhu cầu nhân lực ngành PR trong giai đoạn 2023-2025 sẽ tăng từ 10-15%.  Sinh viên tốt nghiệp chuyên ngành Quan hệ Công chúng có thể lựa chọn đảm nhiệm các vị trí:  – Chuyên viên/giám đốc truyền thông và quản trị thương hiệu  – Chuyên viên/giám đốc phối hợp quảng bá và tài trợ  – Chuyên viên/Trưởng phòng truyền thông, quan hệ công chúng  – Cố vấn truyền thông và quan hệ doanh nghiệp quốc tế  – Chuyên viên/giám đốc quản lý khủng hoảng  – Thư ký báo chí, trợ lý truyền thông  – Chuyên gia quan hệ công chúng  – Phụ trách các StartUp, agency về truyền thông, quan hệ công chúng   – Nghiên cứu viên/ Giảng viên: Có thể thực hiện nhiệm vụ nghiên cứu tại các trung tâm, đơn vị có nghiên cứu về lĩnh vực Truyền thông."
488,Quan hệ công chúng chuyên ngành Công nghệ truyền thông,"Trường đại học công nghệ hàng đầu Việt Nam Chương trình Cử nhân Công nghệ truyền thông – Quan hệ Công chúng của trường đại học FPT là chương trình đào tạo tiên phong tại Việt Nam trang bị cho người học kỹ năng tích hợp công nghệ hiện đại (AI, Metaverse/..) vào phân tích dữ liệu, lập kế hoạch, quản trị và đánh giá kế hoạch truyền thông phục vụ doanh nghiệp/tổ chức.  Chương trình đào tạo tiên tiến Sinh viên được học cách xây dựng và phát triển các mối quan hệ, xây dựng hình ảnh tích cực, sức ảnh hưởng ​​và phát triển bản sắc của tổ chức/doanh nghiệp trong thời đại số. Chương trình đặc biệt chú trọng đến các kỹ năng giao tiếp, quản trị truyền thông và phân tích và ứng dụng kỹ thuật số và công nghệ hiện đại. Chương trình đào tạo do những nhà nghiên cứu, chuyên gia hàng đầu Việt Nam liên kết với các chuyên gia nước ngoài thực hiện, đồng thời được thiết kế với sự hợp tác chặt chẽ với các đối tác hàng đầu trong ngành và liên ngành.  Sinh viên sẽ được trang bị kiến thức truyền thông cơ bản bên cạnh việc được học về cách sử dụng các công cụ, phần mềm, công nghệ trí tuệ nhân tạo trong phân tích dữ liệu cũng như trong quá trình sản xuất các sản phẩm truyền thông tương thích với các phương tiện và nền tảng truyền thông nhằm tối ưu hoá hiệu quả của các kế hoạch truyền thông. Ngoài ra, với kiến thức quản trị và kỹ năng lãnh đạo, người học sẽ là những nhà quản trị truyền thông bản lĩnh, có tầm ảnh hưởng và có khả năng cống hiến cho ngành Công nghệ truyền thông trong nước và quốc tế; tạo tiền đề cho việc học tập, nghiên cứu ở bậc học cao hơn về lĩnh vực Truyền thông.  Chương trình đào tạo gắn với doanh nghiệp Với mạng lưới đối tác toàn cầu của Tập Đoàn FPT, Trường đại học FPT đảm bảo sinh viên được đào tạo và gắn kết với Ngành Truyền thông Việt Nam và thế giới thông qua các bài tập dự án thực tế kết nối với Doanh nghiệp (project based learning), học kỳ học tập tại doanh nghiệp (On The Job Training, Đồ án tốt nghiệp – là dự án truyền thông thực tế đến từ doanh nghiệp/tổ chức. Bên cạnh, sinh viên còn được tham gia học kỳ On The Job Training, học và làm việc thực tế tại các doanh nghiệp đối tác chiến lược của Đại học FPT là những đơn vị truyền thông hàng đầu như FPT Online (VNExpress), HTV, Cát Tiên Sa, Điền Quân…  Cơ sở vật chất hiện đại Với hệ thống campus trải dài khắp các thành phố lớn của Việt Nam (Thủ đô Hà Nội, Đà Nẵng, Quy Nhơn, Hồ Chí Minh, Cần Thơ), Trường Đại học FPT trang bị đầy đủ các hệ thống giáo trình nhập khẩu nước ngoài, tài khoản Coursera, thư viện, phòng lab, studio đa phương tiện, hội trường có sức chứa trên 200 người… phục vụ sinh viên ngành Công nghệ truyền thông thỏa sức đam mê sáng tạo truyền thông, tổ chức sự kiện văn hoá, nghệ thuật, giải trí…"
